@RELATION AVRO
@ATTRIBUTE Version Numeric 
@ATTRIBUTE FileName String 
@ATTRIBUTE Size Numeric 
@ATTRIBUTE NR Numeric 
@ATTRIBUTE LOC_TOUCH Numeric 
@ATTRIBUTE LOC_ADD Numeric 
@ATTRIBUTE MAX_LOC_ADD Numeric 
@ATTRIBUTE Churn Numeric 
@ATTRIBUTE MAX_Churn Numeric 
@ATTRIBUTE AVG_LOC_ADDED Numeric 
@ATTRIBUTE AVG_CHURN Numeric 
@ATTRIBUTE Buggy {0,1} 

@DATA 
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\JsonGrammarGenerator.java,102,3,104,104,104,107,104,34.666668,35.666668,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\Parser.java,166,3,168,168,168,213,168,56.0,71.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,338,3,339,339,339,342,339,113.0,114.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\SkipParser.java,95,2,97,97,97,100,97,48.5,50.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\Symbol.java,382,3,384,383,383,383,383,127.666664,127.666664,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,139,3,140,140,140,143,140,46.666668,47.666668,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ParsingDecoder.java,75,2,75,75,75,76,75,37.5,38.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ParsingEncoder.java,70,3,70,70,70,105,70,23.333334,35.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ResolvingDecoder.java,204,3,292,292,292,362,292,97.333336,120.666664,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ValidatingDecoder.java,230,3,434,434,434,511,434,144.66667,170.33333,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ValidatingEncoder.java,203,3,308,308,308,392,308,102.666664,130.66667,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\AvroRemoteException.java,41,5,137,89,89,87,89,17.8,17.4,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\ByteBufferInputStream.java,87,7,243,174,174,256,174,24.857143,36.57143,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\ByteBufferOutputStream.java,91,5,269,182,182,205,182,36.4,41.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\DatagramServer.java,79,1,79,79,79,79,79,79.0,79.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\DatagramTransceiver.java,84,1,84,84,84,84,84,84.0,84.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\HttpServer.java,59,2,85,85,85,94,85,42.5,47.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\HttpTransceiver.java,118,3,120,120,120,127,120,40.0,42.333332,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Requestor.java,231,12,507,402,402,1299,402,33.5,108.25,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Responder.java,209,13,529,405,405,1344,405,31.153847,103.38461,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\ResponderServlet.java,56,1,56,56,56,56,56,56.0,56.0,0
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\RPCContext.java,149,2,167,167,167,185,167,83.5,92.5,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\RPCPlugin.java,74,2,78,78,78,82,78,39.0,41.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Server.java,29,1,29,29,29,29,29,29.0,29.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\SocketServer.java,111,7,383,265,265,336,265,37.857143,48.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\SocketTransceiver.java,97,6,280,193,193,253,193,32.166668,42.166668,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Transceiver.java,43,5,125,85,85,98,85,17.0,19.6,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\Protocol.java,355,16,1047,747,747,1948,747,46.6875,121.75,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\FixedSize.java,37,3,40,40,40,54,40,13.333333,18.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectData.java,355,14,827,632,632,2570,632,45.142857,183.57143,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectDatumReader.java,101,12,385,291,291,696,291,24.25,58.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectDatumWriter.java,74,16,260,196,196,673,196,12.25,42.0625,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectRequestor.java,112,10,286,209,209,455,209,20.9,45.5,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectResponder.java,100,12,390,271,271,408,271,22.583334,34.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\Schema.java,775,21,1989,1538,1538,7868,1538,73.2381,374.66666,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\SchemaParseException.java,26,5,74,50,50,55,50,10.0,11.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\ProtocolTask.java,80,6,286,202,202,279,202,33.666668,46.5,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SchemaTask.java,29,6,90,62,62,79,62,10.333333,13.166667,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificCompiler.java,310,19,947,722,722,4010,722,38.0,211.05263,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificData.java,98,3,105,105,105,171,105,35.0,57.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificDatumReader.java,46,11,463,310,310,455,310,28.181818,41.363636,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificDatumWriter.java,40,9,150,103,103,165,103,11.444445,18.333334,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificExceptionBase.java,41,3,42,42,42,45,42,14.0,15.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificFixed.java,29,2,29,29,29,30,29,14.5,15.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificRecord.java,28,6,95,63,63,69,63,10.5,11.5,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificRecordBase.java,72,3,77,77,77,102,77,25.666666,34.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificRequestor.java,81,10,205,152,152,372,152,15.2,37.2,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\specific\SpecificResponder.java,41,7,145,99,99,119,99,14.142858,17.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\util\Utf8.java,87,5,252,172,172,204,172,34.4,40.8,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\BarRecord.java,53,3,55,55,55,80,55,18.333334,26.666666,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\FooRecord.java,47,2,48,48,48,63,48,24.0,31.5,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\GenerateBlockingData.java,85,1,85,85,85,85,85,85.0,85.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\io\TestBinaryDecoder.java,78,2,88,88,88,98,88,44.0,49.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\io\TestBlockingIO.java,483,4,519,519,519,695,519,129.75,173.75,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\io\TestBlockingIO2.java,163,1,163,163,163,163,163,163.0,163.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\io\TestResolvingIO.java,213,4,553,553,553,996,553,138.25,249.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\io\TestResolvingIO_resolving.java,120,2,120,120,120,137,120,60.0,68.5,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\io\TestValidatingIO.java,844,4,1084,1084,1084,2049,1084,271.0,512.25,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\RandomData.java,139,9,411,283,283,383,283,31.444445,42.555557,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\RPCMetaTestPlugin.java,174,2,193,193,193,210,193,96.5,105.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestBulkData.java,110,1,110,110,110,110,110,110.0,110.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestCompare.java,225,4,257,257,257,402,257,64.25,100.5,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestDataFile.java,141,11,448,320,320,565,320,29.09091,51.363636,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestDataFileReflect.java,234,5,244,244,244,529,244,48.8,105.8,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestNamespaceReflect.java,39,1,39,39,39,39,39,39.0,39.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestNamespaceSpecific.java,98,1,98,98,98,98,98,98.0,98.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolDatagram.java,42,1,42,42,42,42,42,42.0,42.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolGeneric.java,192,12,521,376,376,775,376,31.333334,64.583336,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolGenericMeta.java,42,1,42,42,42,42,42,42.0,42.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolHttp.java,41,1,41,41,41,41,41,41.0,41.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolReflect.java,39,7,166,116,116,168,116,16.571428,24.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolReflectMeta.java,45,1,45,45,45,45,45,45.0,45.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolSpecific.java,175,17,459,346,346,1062,346,20.352942,62.47059,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestProtocolSpecificMeta.java,46,1,46,46,46,46,46,46.0,46.0,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestReflect.java,144,11,333,270,270,1127,270,24.545454,102.454544,1
17,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\test\java\org\apache\avro\TestSchema.java,295,21,652,513,513,2918,513,24.428572,138.95238,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\AvroRuntimeException.java,26,5,74,50,50,55,50,10.0,11.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\AvroTypeException.java,26,5,88,57,57,56,57,11.4,11.2,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\file\DataFileConstants.java,38,1,38,38,38,38,38,38.0,38.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\file\DataFileReader.java,227,8,675,467,467,669,467,58.375,83.625,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\file\DataFileWriter.java,200,9,596,413,413,631,413,45.88889,70.111115,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\file\SeekableFileInput.java,35,4,100,68,68,76,68,17.0,19.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\file\SeekableInput.java,37,5,114,78,78,93,78,15.6,18.6,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericArray.java,37,6,114,76,76,80,76,12.666667,13.333333,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericContainer.java,27,1,27,27,27,27,27,27.0,27.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericData.java,442,15,978,726,726,2593,726,48.4,172.86667,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericDatumReader.java,466,20,1386,1121,1121,5884,1121,56.05,294.2,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericDatumWriter.java,192,12,664,500,500,1189,500,41.666668,99.083336,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericFixed.java,24,2,25,25,25,26,25,12.5,13.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericRecord.java,24,5,87,59,59,66,59,11.8,13.2,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericRequestor.java,58,7,187,130,130,182,130,18.571428,26.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\generic\GenericResponder.java,55,6,175,122,122,161,122,20.333334,26.833334,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\BinaryData.java,192,3,281,281,281,461,281,93.666664,153.66667,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\BinaryDecoder.java,301,4,313,308,308,307,308,77.0,76.75,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\BinaryEncoder.java,251,3,285,269,269,256,269,89.666664,85.333336,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\BlockingBinaryEncoder.java,628,3,630,630,630,643,630,210.0,214.33333,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\DatumReader.java,38,5,120,81,81,88,81,16.2,17.6,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\DatumWriter.java,36,6,112,76,76,87,76,12.666667,14.5,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\Decoder.java,280,5,294,294,294,317,294,58.8,63.4,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\Encoder.java,275,3,279,279,279,290,279,93.0,96.666664,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\JsonDecoder.java,399,3,416,416,416,447,416,138.66667,149.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\JsonEncoder.java,239,4,249,249,249,268,249,62.25,67.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\JsonGrammarGenerator.java,102,3,104,104,104,107,104,34.666668,35.666668,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\Parser.java,166,3,168,168,168,213,168,56.0,71.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\ResolvingGrammarGenerator.java,338,3,339,339,339,342,339,113.0,114.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\SkipParser.java,95,2,97,97,97,100,97,48.5,50.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\Symbol.java,382,3,384,383,383,383,383,127.666664,127.666664,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\parsing\ValidatingGrammarGenerator.java,139,3,140,140,140,143,140,46.666668,47.666668,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ParsingDecoder.java,75,2,75,75,75,76,75,37.5,38.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ParsingEncoder.java,70,3,70,70,70,105,70,23.333334,35.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ResolvingDecoder.java,204,3,292,292,292,362,292,97.333336,120.666664,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ValidatingDecoder.java,230,3,434,434,434,511,434,144.66667,170.33333,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\io\ValidatingEncoder.java,203,3,308,308,308,392,308,102.666664,130.66667,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\AvroRemoteException.java,41,5,137,89,89,87,89,17.8,17.4,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\ByteBufferInputStream.java,87,7,243,174,174,256,174,24.857143,36.57143,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\ByteBufferOutputStream.java,91,5,269,182,182,205,182,36.4,41.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\DatagramServer.java,79,1,79,79,79,79,79,79.0,79.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\DatagramTransceiver.java,84,1,84,84,84,84,84,84.0,84.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\HttpServer.java,59,2,85,85,85,94,85,42.5,47.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\HttpTransceiver.java,118,3,120,120,120,127,120,40.0,42.333332,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Requestor.java,231,12,507,402,402,1299,402,33.5,108.25,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Responder.java,209,13,529,405,405,1344,405,31.153847,103.38461,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\ResponderServlet.java,56,1,56,56,56,56,56,56.0,56.0,0
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\RPCContext.java,149,2,167,167,167,185,167,83.5,92.5,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\RPCPlugin.java,74,2,78,78,78,82,78,39.0,41.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Server.java,29,1,29,29,29,29,29,29.0,29.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\SocketServer.java,111,7,383,265,265,336,265,37.857143,48.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\SocketTransceiver.java,97,6,280,193,193,253,193,32.166668,42.166668,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\ipc\Transceiver.java,43,5,125,85,85,98,85,17.0,19.6,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\Protocol.java,355,16,1047,747,747,1948,747,46.6875,121.75,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\FixedSize.java,37,3,40,40,40,54,40,13.333333,18.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectData.java,355,14,827,632,632,2570,632,45.142857,183.57143,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectDatumReader.java,101,12,385,291,291,696,291,24.25,58.0,1
18,C:\Users\kew1\Desktop\Test\bookkeeper_versions\ProjectAnalysis\AVRO\src\java\org\apache\avro\reflect\ReflectDatumWriter.java,74,16,260,196,196,673,196,12.25,42.0625,1
